Chromosome,UniqueID,Gene Symbol,Sum of Exon Length of Gene,CD33Low_A,CD33Low_B,EpiDC_A,EpiDC_B,EpiDC_C,LCs_A,LCs_B,LCs_C,cDC2_A,cDC2_B,cDC2Lang_A,cDC2_C,cDC2Lang_B,cDC2Lang_C,cDC1_A,cDC1_B2,cDC1_C,MDDC_A,MDDC_B,MDDC_C,MDM_A,MDM_B,MDM_C,Mf_A,Mf_B,Mf_C
chr5,MARVELD2_18089,MARVELD2,2160,26.0,14.0,23.0,18.0,5.0,23.0,74.0,78.0,236.0,30.0,31.0,129.0,16.0,12.0,17.0,19.0,50.0,19.0,45.0,58.0,28.0,39.0,30.0,76.0,23.0,53.0
chr5,MAST4_18090,MAST4,10947,151.0,2903.0,0.0,113.0,0.0,2.0,15.0,0.0,14.0,0.0,0.0,225.0,0.0,31.0,37.0,0.0,355.0,0.0,0.0,1.0,36.0,16.0,16.0,22.0,5.0,69.0
chr5,MAT2B_18091,MAT2B,2515,0.0,3832.0,0.0,1092.0,0.0,520.0,646.0,1096.0,585.0,1945.0,885.0,2002.0,1158.0,2481.0,0.0,1.0,1406.0,657.0,1977.0,1894.0,1468.0,1600.0,1622.0,201.0,1664.0,738.0
chr5,MATR3_18092,MATR3,5883,855.0,0.0,190.0,3048.0,222.0,2537.0,4405.0,3017.0,4291.0,2644.0,2552.0,2104.0,3355.0,11436.0,239.0,4223.0,3432.0,2957.0,3683.0,2853.0,2904.0,3088.0,4120.0,1362.0,1963.0,3181.0
chr5,MBLAC2_18093,MBLAC2,4280,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,199.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0,109.0,0.0,0.0,2.0,0.0,22.0,54.0,10.0
chr5,MCC_18094,MCC,9266,121.0,777.0,125.0,58.0,120.0,1184.0,1522.0,1251.0,251.0,95.0,75.0,151.0,82.0,247.0,53.0,117.0,129.0,128.0,215.0,196.0,110.0,178.0,132.0,264.0,175.0,323.0
chr5,MCCC2_18095,MCCC2,3673,106.0,29.0,74.0,638.0,948.0,409.0,723.0,508.0,393.0,501.0,42.0,44.0,244.0,356.0,69.0,589.0,394.0,222.0,422.0,119.0,1010.0,416.0,643.0,198.0,455.0,288.0
chr5,MCIN_18096,MCIN,2104,0.0,0.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MCTP1_18097,MCTP1,4328,56.0,0.0,613.0,1072.0,821.0,459.0,574.0,684.0,1163.0,1204.0,1489.0,1987.0,1036.0,4271.0,2.0,55.0,1899.0,1915.0,1273.0,1978.0,2113.0,1015.0,1944.0,1606.0,1064.0,2438.0
chr5,MED10_18098,MED10,1028,405.0,0.0,102.0,226.0,701.0,494.0,1252.0,1891.0,301.0,668.0,270.0,1492.0,329.0,1280.0,0.0,295.0,950.0,509.0,512.0,1162.0,383.0,650.0,1127.0,307.0,1035.0,855.0
chr5,MED7_18099,MED7,1475,0.0,0.0,0.0,80.0,1.0,12.0,39.0,43.0,0.0,109.0,222.0,177.0,106.0,37.0,0.0,0.0,206.0,43.0,164.0,114.0,27.0,189.0,0.0,45.0,38.0,266.0
chr5,MEF2C_18100,MEF2C,6864,781.0,0.0,381.0,985.0,5.0,224.0,866.0,170.0,382.0,1865.0,404.0,2.0,2961.0,577.0,0.0,38.0,605.0,701.0,2770.0,268.0,943.0,3189.0,1711.0,1061.0,2974.0,1193.0
chr5,MEGF10_18101,MEGF10,7685,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MFAP3_18102,MFAP3,5346,0.0,0.0,6.0,201.0,28.0,26.0,59.0,20.0,131.0,182.0,0.0,324.0,246.0,199.0,0.0,0.0,187.0,385.0,160.0,258.0,0.0,190.0,1.0,60.0,30.0,54.0
chr5,MGAT1_18103,MGAT1,3938,1470.0,1.0,795.0,5714.0,1141.0,4330.0,6427.0,6602.0,12492.0,6348.0,12699.0,17898.0,3882.0,20061.0,4600.0,1914.0,9618.0,15832.0,6638.0,9108.0,12015.0,8211.0,18154.0,5412.0,12002.0,14867.0
chr5,MGAT4B_18104,MGAT4B,3369,282.0,0.0,16.0,96.0,81.0,21.0,240.0,179.0,116.0,217.0,0.0,112.0,11.0,289.0,0.0,0.0,321.0,159.0,230.0,316.0,182.0,404.0,295.0,90.0,704.0,556.0
chr5,MGC32805_18105,MGC32805,1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIER3_18106,MIER3,5201,86.0,0.0,0.0,10.0,0.0,79.0,94.0,69.0,19.0,0.0,0.0,76.0,49.0,82.0,0.0,1.0,212.0,45.0,133.0,16.0,1.0,1.0,1.0,3.0,115.0,79.0
chr5,MIR1229_18109,MIR1229,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
chr5,MIR143HG_18115,MIR143HG,9070,344.0,48.0,331.0,81.0,220.0,275.0,237.0,342.0,249.0,304.0,162.0,151.0,232.0,135.0,154.0,297.0,176.0,262.0,449.0,405.0,300.0,404.0,402.0,559.0,436.0,628.0
chr5,MIR146A_18117,MIR146A,99,0.0,0.0,0.0,2.0,2.0,8.0,1.0,2.0,24.0,9.0,0.0,39.0,5.0,20.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0
chr5,MIR218-2_18118,MIR218-2,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR2277_18119,MIR2277,93,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR3142_18121,MIR3142,82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR340_18122,MIR340,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0
chr5,MIR3607_18123,MIR3607,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR3650_18124,MIR3650,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
chr5,MIR3655_18125,MIR3655,83,46.0,8.0,12.0,36.0,0.0,60.0,44.0,46.0,36.0,55.0,15.0,65.0,30.0,34.0,1.0,45.0,43.0,46.0,64.0,28.0,50.0,63.0,9.0,45.0,57.0,53.0
chr5,MIR3661_18127,MIR3661,96,42.0,40.0,0.0,151.0,80.0,165.0,345.0,414.0,210.0,240.0,195.0,505.0,110.0,695.0,0.0,0.0,557.0,181.0,175.0,231.0,177.0,97.0,277.0,75.0,94.0,260.0
chr5,MIR378E_18128,MIR378E,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR4279_18134,MIR4279,58,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR4458_18140,MIR4458,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0
chr5,MIR4461_18142,MIR4461,74,2532.0,140.0,1214.0,305.0,1401.0,4310.0,1599.0,1646.0,1947.0,1947.0,1678.0,657.0,2485.0,643.0,2109.0,1465.0,498.0,2094.0,2700.0,2096.0,3938.0,3733.0,934.0,9388.0,3337.0,3569.0
chr5,MIR449C_18145,MIR449C,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR4635_18148,MIR4635,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
chr5,MIR4637_18150,MIR4637,84,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
chr5,MIR4638_18151,MIR4638,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR5687_18156,MIR5687,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MIR580_18157,MIR580,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
chr5,MOCS2_18163,MOCS2,1575,488.0,0.0,0.0,307.0,0.0,258.0,251.0,138.0,70.0,326.0,788.0,354.0,412.0,943.0,1521.0,3.0,128.0,324.0,848.0,98.0,93.0,1064.0,715.0,444.0,281.0,670.0
chr5,MRPL22_18165,MRPL22,3173,89.0,0.0,0.0,187.0,0.0,158.0,544.0,534.0,148.0,616.0,236.0,348.0,217.0,221.0,6.0,345.0,612.0,119.0,283.0,353.0,162.0,273.0,371.0,229.0,528.0,309.0
chr5,MRPL36_18166,MRPL36,614,0.0,0.0,9.0,24.0,310.0,79.0,127.0,208.0,70.0,104.0,57.0,239.0,44.0,135.0,0.0,149.0,297.0,75.0,112.0,53.0,107.0,108.0,116.0,132.0,126.0,175.0
chr5,MRPS27_18167,MRPS27,2781,66.0,2.0,26.0,977.0,609.0,266.0,868.0,476.0,43.0,462.0,15.0,19.0,891.0,689.0,16.0,99.0,641.0,230.0,553.0,49.0,58.0,513.0,50.0,207.0,539.0,316.0
chr5,MRPS30_18168,MRPS30,1672,42.0,0.0,1.0,112.0,0.0,105.0,385.0,165.0,0.0,1014.0,0.0,517.0,314.0,148.0,0.0,708.0,497.0,343.0,33.0,304.0,160.0,288.0,502.0,131.0,585.0,473.0
chr5,MRPS36_18169,MRPS36,1329,0.0,0.0,7.0,99.0,31.0,56.0,114.0,192.0,70.0,73.0,122.0,261.0,141.0,71.0,0.0,481.0,375.0,90.0,271.0,272.0,0.0,91.0,115.0,227.0,32.0,192.0
chr5,MSH3_18170,MSH3,4447,76.0,13.0,115.0,75.0,50.0,127.0,109.0,228.0,265.0,345.0,42.0,123.0,163.0,469.0,25.0,76.0,205.0,121.0,128.0,360.0,442.0,161.0,152.0,166.0,120.0,196.0
chr5,MSX2_18171,MSX2,2208,0.0,0.0,0.0,0.0,0.0,0.0,28.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
chr5,MTMR12_18172,MTMR12,5187,990.0,4641.0,118.0,817.0,66.0,1350.0,1496.0,771.0,198.0,604.0,18.0,546.0,841.0,477.0,7.0,70.0,190.0,234.0,720.0,80.0,281.0,923.0,81.0,313.0,340.0,443.0
chr5,MTRNR2L2_18173,MTRNR2L2,1036,649236.0,43394.0,152398.0,46768.0,226741.0,515476.0,206994.0,140505.0,321344.0,389594.0,442580.0,144650.0,342978.0,30303.0,419530.0,275685.0,71585.0,314372.0,459005.0,337403.0,459508.0,292899.0,173748.0,1599631.0,432682.0,478923.0
chr5,MTRR_18174,MTRR,3298,0.0,0.0,1.0,254.0,0.0,392.0,199.0,198.0,75.0,69.0,0.0,1.0,175.0,763.0,0.0,0.0,199.0,129.0,10.0,432.0,32.0,550.0,136.0,115.0,589.0,1031.0
chr5,MTX3_18175,MTX3,7934,195.0,85.0,209.0,321.0,208.0,185.0,348.0,216.0,230.0,321.0,213.0,196.0,233.0,117.0,101.0,249.0,273.0,207.0,465.0,379.0,198.0,407.0,302.0,401.0,425.0,426.0
chr5,MXD3_18176,MXD3,3161,1.0,1.0,3.0,69.0,13.0,0.0,115.0,127.0,8.0,34.0,0.0,60.0,60.0,85.0,16.0,415.0,59.0,625.0,63.0,1244.0,484.0,38.0,41.0,43.0,29.0,7.0
chr5,MYO10_18177,MYO10,11430,35.0,1168.0,40.0,14.0,20.0,189.0,56.0,57.0,21.0,37.0,16.0,16.0,20.0,53.0,7.0,41.0,289.0,8.0,25.0,58.0,26.0,44.0,29.0,78.0,40.0,88.0
chr5,MYOT_18178,MYOT,2272,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,MYOZ3_18179,MYOZ3,3837,31.0,0.0,19.0,22.0,13.0,39.0,28.0,37.0,16.0,29.0,12.0,14.0,27.0,17.0,17.0,42.0,29.0,19.0,48.0,30.0,24.0,36.0,39.0,57.0,30.0,43.0
chr5,N4BP3_18181,N4BP3,5987,788.0,0.0,0.0,2.0,289.0,246.0,456.0,356.0,85.0,14.0,199.0,216.0,121.0,580.0,0.0,0.0,54.0,88.0,0.0,1.0,0.0,53.0,294.0,81.0,0.0,257.0
chr5,NADKD1_18182,NADKD1,3942,259.0,53.0,82.0,142.0,41.0,165.0,138.0,100.0,215.0,150.0,23.0,28.0,48.0,23.0,55.0,124.0,88.0,86.0,207.0,101.0,223.0,102.0,168.0,174.0,89.0,125.0
chr5,NAIP_18183,NAIP,6551,103.0,5.0,83.0,380.0,60.0,122.0,106.0,193.0,381.0,932.0,41.0,112.0,1257.0,541.0,66.0,141.0,216.0,514.0,2987.0,617.0,658.0,1897.0,676.0,562.0,1887.0,481.0
chr5,NBPF22P_18184,NBPF22P,2680,0.0,0.0,0.0,5.0,0.0,1.0,9.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,6.0,0.0,5.0,14.0,1.0,35.0,4.0
chr5,NCRUPAR_18185,NCRUPAR,486,90.0,23.0,61.0,26.0,32.0,58.0,60.0,108.0,61.0,61.0,45.0,42.0,58.0,19.0,59.0,96.0,26.0,52.0,100.0,96.0,51.0,104.0,95.0,143.0,110.0,122.0
chr5,NDFIP1_18186,NDFIP1,3597,2007.0,75.0,102.0,1083.0,1128.0,2084.0,7947.0,6939.0,892.0,866.0,185.0,1843.0,905.0,2570.0,0.0,34.0,1973.0,464.0,1637.0,1032.0,554.0,1921.0,1239.0,568.0,1698.0,1911.0
chr5,NDST1_18187,NDST1,8030,196.0,0.0,1.0,208.0,0.0,67.0,170.0,218.0,280.0,172.0,10.0,319.0,0.0,2478.0,0.0,19.0,357.0,266.0,891.0,421.0,139.0,241.0,223.0,32.0,520.0,78.0
chr5,NDUFA2_18188,NDUFA2,893,0.0,0.0,208.0,295.0,0.0,235.0,420.0,383.0,111.0,233.0,158.0,400.0,291.0,350.0,94.0,251.0,591.0,139.0,318.0,90.0,332.0,402.0,481.0,435.0,244.0,507.0
chr5,NDUFAF2_18189,NDUFAF2,719,0.0,0.0,39.0,47.0,0.0,20.0,33.0,20.0,17.0,100.0,201.0,189.0,33.0,72.0,0.0,254.0,126.0,3.0,70.0,77.0,143.0,71.0,40.0,117.0,74.0,57.0
chr5,NDUFS4_18190,NDUFS4,676,304.0,0.0,18.0,522.0,42.0,197.0,394.0,396.0,167.0,415.0,348.0,673.0,369.0,208.0,811.0,1322.0,774.0,21.0,722.0,209.0,224.0,483.0,812.0,595.0,227.0,719.0
chr5,NDUFS6_18191,NDUFS6,548,402.0,279.0,12.0,368.0,752.0,195.0,661.0,521.0,143.0,374.0,354.0,476.0,199.0,404.0,0.0,127.0,999.0,135.0,353.0,191.0,233.0,465.0,450.0,283.0,260.0,403.0
chr5,NEURL1B_18192,NEURL1B,6407,19.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,27.0,0.0,62.0,0.0,0.0,12.0,9.0,1.0,0.0,29.0,0.0,0.0,9.0,0.0,9.0,123.0,0.0
chr5,NEUROG1_18193,NEUROG1,1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,NHP2_18194,NHP2,854,1197.0,6.0,381.0,658.0,613.0,288.0,1150.0,1034.0,455.0,1058.0,813.0,657.0,337.0,478.0,12.0,197.0,1333.0,482.0,1133.0,506.0,390.0,729.0,402.0,472.0,1275.0,766.0
chr5,NIM1_18195,NIM1,3275,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,222.0,0.0,0.0,1.0,24.0,0.0,0.0
chr5,NIPAL4_18196,NIPAL4,3279,0.0,4655.0,13.0,286.0,0.0,0.0,133.0,1.0,0.0,2.0,0.0,449.0,411.0,0.0,0.0,1.0,182.0,162.0,47.0,1103.0,141.0,143.0,111.0,24.0,2.0,25.0
chr5,NIPBL_18197,NIPBL,10389,114.0,0.0,177.0,966.0,1832.0,1863.0,2022.0,1422.0,1287.0,1474.0,1052.0,1354.0,698.0,2335.0,2567.0,786.0,1800.0,1676.0,1983.0,2552.0,1137.0,1183.0,2024.0,1532.0,1984.0,2432.0
chr5,NKD2_18198,NKD2,2070,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,48.0,0.0,76.0,182.0,19.0
chr5,NKX2-5_18199,NKX2-5,1961,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,NLN_18200,NLN,8661,119.0,2.0,162.0,455.0,69.0,290.0,151.0,283.0,600.0,334.0,45.0,392.0,359.0,504.0,31.0,254.0,190.0,104.0,352.0,682.0,558.0,956.0,375.0,428.0,402.0,380.0
chr5,NME5_18201,NME5,1226,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,NNT_18203,NNT,4846,8.0,0.0,0.0,200.0,0.0,236.0,228.0,50.0,184.0,300.0,0.0,20.0,0.0,0.0,0.0,0.0,215.0,324.0,960.0,0.0,257.0,1096.0,100.0,137.0,414.0,75.0
chr5,NOP16_18204,NOP16,1052,55.0,1677.0,0.0,118.0,47.0,179.0,485.0,561.0,309.0,347.0,457.0,381.0,257.0,331.0,0.0,37.0,782.0,105.0,339.0,144.0,326.0,348.0,673.0,346.0,332.0,416.0
chr5,NPM1_18205,NPM1,1780,2508.0,14.0,1598.0,5559.0,4099.0,4481.0,5925.0,7958.0,7682.0,10094.0,5231.0,10025.0,4221.0,10465.0,1086.0,1961.0,9205.0,6768.0,6655.0,8990.0,6392.0,2841.0,5429.0,4708.0,3011.0,7041.0
chr5,NPR3_18206,NPR3,7597,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
chr5,NPY6R_18207,NPY6R,2987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
chr5,NR2F1_18208,NR2F1,3197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
chr5,NR3C1_18209,NR3C1,9455,905.0,0.0,2809.0,1114.0,100.0,761.0,1361.0,1053.0,1807.0,1524.0,141.0,1209.0,1133.0,4056.0,1114.0,597.0,2753.0,1220.0,1565.0,1075.0,895.0,3015.0,2468.0,695.0,1925.0,1818.0
chr5,NREP_18211,NREP,3337,18.0,114.0,0.0,0.0,0.0,11.0,25.0,5.0,0.0,13.0,0.0,6.0,12.0,0.0,10.0,0.0,1.0,0.0,8.0,0.0,0.0,57.0,0.0,0.0,3.0,43.0
chr5,NRG2_18212,NRG2,4004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
chr5,NSA2_18213,NSA2,1503,256.0,38.0,14.0,356.0,49.0,578.0,370.0,638.0,471.0,745.0,472.0,635.0,348.0,362.0,2.0,317.0,989.0,187.0,520.0,515.0,194.0,463.0,457.0,469.0,491.0,649.0
chr5,NSD1_18214,NSD1,13059,105.0,12.0,294.0,391.0,0.0,541.0,803.0,535.0,160.0,346.0,139.0,126.0,363.0,600.0,0.0,0.0,531.0,34.0,624.0,195.0,255.0,651.0,385.0,312.0,995.0,251.0
chr5,NSUN2_18215,NSUN2,3372,411.0,0.0,1465.0,873.0,0.0,381.0,1684.0,297.0,1189.0,370.0,1397.0,2239.0,1661.0,5014.0,0.0,0.0,854.0,1064.0,810.0,150.0,504.0,729.0,914.0,170.0,633.0,1295.0
chr5,NUDCD2_18216,NUDCD2,948,0.0,0.0,0.0,276.0,0.0,264.0,325.0,343.0,0.0,620.0,25.0,246.0,161.0,174.0,0.0,0.0,254.0,0.0,220.0,110.0,79.0,233.0,300.0,144.0,365.0,181.0
chr5,NUDT12_18217,NUDT12,3488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,127.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,171.0
chr5,NUP155_18218,NUP155,4475,4.0,73.0,0.0,250.0,0.0,180.0,213.0,183.0,11.0,110.0,0.0,9.0,312.0,618.0,0.0,1019.0,48.0,27.0,109.0,190.0,0.0,166.0,0.0,39.0,13.0,160.0
chr5,OCLN_18219,OCLN,6576,182.0,56.0,181.0,119.0,294.0,137.0,167.0,205.0,145.0,196.0,77.0,81.0,108.0,76.0,162.0,218.0,135.0,117.0,354.0,279.0,162.0,367.0,217.0,358.0,457.0,337.0
chr5,OR2V1_18220,OR2V1,948,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,OR2V2_18221,OR2V2,948,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,OSMR_18226,OSMR,6006,179.0,31.0,138.0,227.0,70.0,141.0,132.0,207.0,104.0,230.0,97.0,73.0,106.0,83.0,115.0,135.0,125.0,102.0,184.0,213.0,110.0,196.0,207.0,299.0,187.0,324.0
chr5,OTP_18227,OTP,2678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,OXCT1_18228,OXCT1,3558,165.0,0.0,0.0,303.0,41.0,237.0,517.0,404.0,420.0,116.0,0.0,67.0,237.0,0.0,45.0,1.0,364.0,281.0,195.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
chr5,P4HA2_18229,P4HA2,2705,0.0,0.0,36.0,63.0,0.0,1.0,0.0,167.0,107.0,1.0,578.0,171.0,0.0,430.0,0.0,0.0,527.0,166.0,132.0,301.0,0.0,174.0,306.0,132.0,236.0,440.0
chr5,PAIP1_18230,PAIP1,2875,662.0,0.0,23.0,407.0,712.0,268.0,512.0,783.0,182.0,439.0,312.0,502.0,142.0,625.0,25.0,467.0,1055.0,76.0,807.0,972.0,289.0,509.0,917.0,447.0,661.0,803.0
chr5,PAIP2_18231,PAIP2,1655,468.0,349.0,164.0,2284.0,1050.0,839.0,1872.0,2818.0,1537.0,4947.0,2647.0,3962.0,1488.0,4520.0,523.0,677.0,5690.0,2062.0,3761.0,3109.0,1692.0,2209.0,2460.0,844.0,2181.0,2604.0
chr5,PAM_18232,PAM,5337,0.0,0.0,1.0,603.0,0.0,70.0,155.0,61.0,139.0,3.0,29.0,538.0,0.0,1802.0,0.0,271.0,1070.0,162.0,7.0,368.0,15.0,234.0,124.0,132.0,849.0,197.0
chr5,PANK3_18233,PANK3,3387,0.0,0.0,2.0,220.0,0.0,350.0,658.0,426.0,119.0,340.0,0.0,839.0,35.0,506.0,0.0,2.0,791.0,128.0,8.0,282.0,141.0,239.0,327.0,80.0,167.0,257.0
chr5,PAPD4_18234,PAPD4,3523,387.0,0.0,0.0,1234.0,585.0,615.0,1633.0,1009.0,881.0,1040.0,709.0,1273.0,1212.0,4418.0,0.0,95.0,926.0,338.0,1075.0,1037.0,789.0,1793.0,1354.0,353.0,999.0,1199.0
chr5,PAPD7_18235,PAPD7,4087,0.0,0.0,0.0,85.0,0.0,135.0,208.0,274.0,34.0,22.0,593.0,107.0,0.0,526.0,1.0,0.0,68.0,4.0,131.0,347.0,33.0,201.0,667.0,108.0,110.0,480.0
chr5,PARP8_18236,PARP8,7348,5.0,0.0,28.0,203.0,3.0,51.0,57.0,123.0,239.0,579.0,5.0,470.0,99.0,753.0,0.0,0.0,459.0,436.0,254.0,197.0,119.0,961.0,331.0,219.0,1062.0,1165.0
chr5,PART1_18237,PART1,9499,225.0,42.0,189.0,86.0,184.0,215.0,200.0,238.0,208.0,225.0,112.0,136.0,166.0,140.0,112.0,206.0,157.0,197.0,430.0,368.0,208.0,365.0,359.0,451.0,344.0,442.0
chr5,PCBD2_18238,PCBD2,2378,116.0,13.0,76.0,125.0,57.0,116.0,238.0,162.0,231.0,510.0,123.0,87.0,257.0,320.0,83.0,134.0,225.0,103.0,659.0,152.0,93.0,228.0,302.0,214.0,152.0,209.0
